id,url,text,rating,time_created,user_id,user_profile_url,user_image_url,user_name,business_id
eut4VlTKYIpGKKLqueW03g,https://www.yelp.com/biz/the-barn-adamsville?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=eut4VlTKYIpGKKLqueW03g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"If you are planning on eating here, especially on a weekend; get there early.  The place is always packed  and for good reason.  The wait staff is friendly...",5,2020-01-28 06:06:36,9V4Qq7yG1K-g71etiYggEA,https://www.yelp.com/user_details?userid=9V4Qq7yG1K-g71etiYggEA,https://s3-media2.fl.yelpcdn.com/photo/U5hAmpLyuavLrC90M9pk3A/o.jpg,Jennifer P.,2Wggjl9AceUEdLqnp4EndQ
RiUy2RzejdNtnwRHZ_KSpg,https://www.yelp.com/biz/the-barn-adamsville?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=RiUy2RzejdNtnwRHZ_KSpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,Maybe the best breakfast place around (although Belle's in Newport is in the running). We had our first encounter on a weekday and there was no wait...,5,2019-12-18 13:09:54,kQ34t7LLZSTxtaX0CcBafg,https://www.yelp.com/user_details?userid=kQ34t7LLZSTxtaX0CcBafg,https://s3-media1.fl.yelpcdn.com/photo/xjbdaJYKpLjMxb8Kot0nHQ/o.jpg,Joseph S.,2Wggjl9AceUEdLqnp4EndQ
5FqOXObkcVlUOSYq9005jA,https://www.yelp.com/biz/the-barn-adamsville?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=5FqOXObkcVlUOSYq9005jA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,This is by far my favorite breakfast place in the area. Get there early cause it gets busy quick. I will always try to go before 9am to avoid a long wait....,5,2019-10-03 08:02:56,6FiB-ZIwcx-YN8S8J5isRQ,https://www.yelp.com/user_details?userid=6FiB-ZIwcx-YN8S8J5isRQ,https://s3-media3.fl.yelpcdn.com/photo/QuSF0cRHYUiOrFpD-1yPeA/o.jpg,Andy M.,2Wggjl9AceUEdLqnp4EndQ
FcgMZFxLUmxpIJF6xOOigQ,https://www.yelp.com/biz/main-street-pizza-ashaway-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=FcgMZFxLUmxpIJF6xOOigQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Awesome hole in the wall pizza place! Spaghetti and meatball pizza, or just spaghetti pizza! The specials are always delicious. Best fish and chips in...",5,2020-02-10 07:50:33,HcDxYbJf3ddwFX20JM_o_A,https://www.yelp.com/user_details?userid=HcDxYbJf3ddwFX20JM_o_A,https://s3-media2.fl.yelpcdn.com/photo/hDpspKBJ7GSifkUfMtg0Kw/o.jpg,Jeff C.,7oq4EY0WEO840xfLS6c9iQ
2MGd8KzZfOYGLxKvaM6T1A,https://www.yelp.com/biz/main-street-pizza-ashaway-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=2MGd8KzZfOYGLxKvaM6T1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,The food is alright. Usually okay place to eat but moldy bread?? Happens I guess but still not okay.,1,2019-11-19 11:18:00,TANGEuVl6FwoHmxoTr5FMg,https://www.yelp.com/user_details?userid=TANGEuVl6FwoHmxoTr5FMg,https://s3-media1.fl.yelpcdn.com/photo/qU2U4Rbeso0IWIaRumUGvA/o.jpg,Bailey T.,7oq4EY0WEO840xfLS6c9iQ
HbZ9cEydJti_xpoVl1Kk5g,https://www.yelp.com/biz/main-street-pizza-ashaway-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=HbZ9cEydJti_xpoVl1Kk5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Clean nice restaurant with a pleasant staff. Regarding the food: Granted, my bar for  pizza place is high. I had the Italian sandwich. It was very bland. I...",3,2019-05-22 09:39:44,Po7D1lP-QkhX2X5YyigZoA,https://www.yelp.com/user_details?userid=Po7D1lP-QkhX2X5YyigZoA,https://s3-media1.fl.yelpcdn.com/photo/jrWVNgobvh-uS8WkwqF1eQ/o.jpg,David R.,7oq4EY0WEO840xfLS6c9iQ
HZDTDRaEuOdzSNIp_KGfFw,https://www.yelp.com/biz/billys-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=HZDTDRaEuOdzSNIp_KGfFw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,I'm not keen on their hours as I can't often get here when open. This is due to living on an island and being a slave to the schedule. I really wish there...,4,2019-12-03 14:20:37,y6mpjmMcMAfjoycciEj3JA,https://www.yelp.com/user_details?userid=y6mpjmMcMAfjoycciEj3JA,https://s3-media2.fl.yelpcdn.com/photo/zCFYIERwmFOHk-sX_jfPfg/o.jpg,Ed A.,VANzN_Vvr9n8TR1jatgZaA
jCjkPhp30zzPmqZ4WCUX2g,https://www.yelp.com/biz/billys-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=jCjkPhp30zzPmqZ4WCUX2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"I've only ordered take out here via Door Dash so I can't speak to service.

I think the food is great.

1. Spaghetti and Meatballs - holy crap, one of the...",4,2019-05-14 11:30:39,nqBBd9vg82FQLCnH9T8zaw,https://www.yelp.com/user_details?userid=nqBBd9vg82FQLCnH9T8zaw,https://s3-media3.fl.yelpcdn.com/photo/zBQQ4P2C-w4ZtGgWGW-Qng/o.jpg,Shawn N.,VANzN_Vvr9n8TR1jatgZaA
TqBReozFzFG2PZc0y3NqKA,https://www.yelp.com/biz/billys-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=TqBReozFzFG2PZc0y3NqKA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"Seating can be a little strange in this location but the food was good! I got the vegetable burger, which was made with black beans, corn, avocado, and all...",4,2019-06-04 09:26:53,7BgYtGWA5YYxY7lMkpZ_Rg,https://www.yelp.com/user_details?userid=7BgYtGWA5YYxY7lMkpZ_Rg,https://s3-media4.fl.yelpcdn.com/photo/-22ZAWw8FF3SM2gdv8pbVw/o.jpg,Erin M.,VANzN_Vvr9n8TR1jatgZaA
YCcEimstRYnSo5soLTtTVg,https://www.yelp.com/biz/black-pear-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&hrid=YCcEimstRYnSo5soLTtTVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pzvBKuEUl0Vl1jtHQqJaog,"I had the Barrington one the best breakfast meal I have ever had.  


The Barrington - Two Baffoni Farms poached eggs, avocado & crispy bacon topped with...",5,2020-02-12 18:27:41,-bjsvRLldhEI5zW-uAcGqw,https://www.yelp.com/user_details?userid=-bjsvRLldhEI5zW-uAcGqw,https://s3-media2.fl.yelpcdn.com/photo/vYa3kMjZkh_Sf8yh9oJKmA/o.jpg,Paul D.,Y9nXhUv77tdvLFKRbLz-Nw
