id,alias,name,image_url,is_closed,url,review_count,category_alias,category_title,rating,latitude,longitude,transactions,price,address1,address2,address3,city,zip_code,country,state,display_address,phone,display_phone,distance
2Wggjl9AceUEdLqnp4EndQ,the-barn-adamsville,The Barn,https://s3-media2.fl.yelpcdn.com/bphoto/3ifHyJhHSbTY4hOYfse9Nw/o.jpg,False,https://www.yelp.com/biz/the-barn-adamsville?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,102,breakfast_brunch,Breakfast & Brunch,4.5,41.55429,-71.12892,[],$$,13 Main St,,,Adamsville,02801,US,RI,"13 Main St,Adamsville, RI 02801",+14016352985,(401) 635-2985,100.78293470670653
7oq4EY0WEO840xfLS6c9iQ,main-street-pizza-ashaway-2,Main Street Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/ToiwOdio3GbPiiOcDcPLkg/o.jpg,False,https://www.yelp.com/biz/main-street-pizza-ashaway-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,28,pizza,Pizza,3.5,41.427066,-71.784767,[],$,229 Main,,,Ashaway,02804,US,RI,"229 Main,Ashaway, RI 02804",+14013776860,(401) 377-6860,1508.7961880706455
VANzN_Vvr9n8TR1jatgZaA,billys-barrington,Billy's,https://s3-media1.fl.yelpcdn.com/bphoto/6SLg4E2yii-D3Ahc1UkAeA/o.jpg,False,https://www.yelp.com/biz/billys-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,71,newamerican,American (New),3.5,41.7387551,-71.3171598,['delivery'],$$,286 Maple Ave,,,Barrington,02806,US,RI,"286 Maple Ave,Barrington, RI 02806",+14012892888,(401) 289-2888,411.06864687634777
Y9nXhUv77tdvLFKRbLz-Nw,black-pear-barrington,Black Pear,https://s3-media4.fl.yelpcdn.com/bphoto/jbnanTgVDnX7E6AqWqPvOA/o.jpg,False,https://www.yelp.com/biz/black-pear-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,56,cafes,Cafes,4.0,41.7416774068215,-71.3104822486639,[],$$,312 County Rd,,,Barrington,02806,US,RI,"312 County Rd,Barrington, RI 02806",+14013375895,(401) 337-5895,803.2131741927149
B1zog92KAMJmknPwWNaTbg,prince-ali-s-kebab-barrington,Prince Ali’s kebab,https://s3-media1.fl.yelpcdn.com/bphoto/ZJLtYi3x16jlQast8Mv06A/o.jpg,False,https://www.yelp.com/biz/prince-ali-s-kebab-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,12,"gourmet,mideastern","Specialty Food,Middle Eastern",4.5,41.75348,-71.29409,"['delivery', 'pickup']",,305 Sowams Rd,,,Barrington,02806,US,RI,"305 Sowams Rd,Barrington, RI 02806",+14012464096,(401) 246-4096,2571.268935132957
YRqybRUepJmOF0-z7toBYQ,bluewater-bar-grill-barrington,Bluewater Bar + Grill,https://s3-media2.fl.yelpcdn.com/bphoto/c1TL7Jjl8n3zub7FLo3xJA/o.jpg,False,https://www.yelp.com/biz/bluewater-bar-grill-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,67,"seafood,newamerican,beer_and_wine","Seafood,American (New),Beer, Wine & Spirits",3.5,41.7346303074091,-71.2922429078848,['delivery'],$$,32 Barton Ave,,,Barrington,02806,US,RI,"32 Barton Ave,Barrington, RI 02806",+14012470017,(401) 247-0017,2432.77826140983
LdR08gmz3kbahja73i_nyw,blue-kangaroo-cafe-barrington,Blue Kangaroo Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/pn-Rt-WbrdF_Rp8m6Uo2og/o.jpg,False,https://www.yelp.com/biz/blue-kangaroo-cafe-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,91,cafes,Cafes,4.0,41.7419846,-71.3107435,['delivery'],$$,328 County Rd,,,Barrington,02806,US,RI,"328 County Rd,Barrington, RI 02806",+14012892292,(401) 289-2292,783.967754958426
woGwoDhUAjFNJHOlOVY8Bw,tong-d-barrington,Tong-D,https://s3-media2.fl.yelpcdn.com/bphoto/Zd_6Kc_K1tKWQNfvU4YOSw/o.jpg,False,https://www.yelp.com/biz/tong-d-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,86,thai,Thai,4.0,41.736126,-71.305007,"['delivery', 'pickup']",$$,156 County Rd,,,Barrington,02806,US,RI,"156 County Rd,Barrington, RI 02806",+14012892998,(401) 289-2998,1383.6981322415886
dyTia0L9FlRgbmBi4gE7Cw,nacho-mammas-barrington-barrington,Nacho Mamma's Barrington,https://s3-media1.fl.yelpcdn.com/bphoto/fkPtfQ3uK8CS6puUjp-uLQ/o.jpg,False,https://www.yelp.com/biz/nacho-mammas-barrington-barrington?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,33,mexican,Mexican,3.5,41.73937,-71.30861,['delivery'],,18 Maple Ave,,,Barrington,02806,US,RI,"18 Maple Ave,Barrington, RI 02806",+14012890171,(401) 289-0171,973.4361504786923
L2rorP9asOFLUhOPLXHO6A,the-boss-thai-2-barrington-2,The BOSS Thai 2,https://s3-media3.fl.yelpcdn.com/bphoto/B6n0dAOpT2T4KgjMj1FLtg/o.jpg,False,https://www.yelp.com/biz/the-boss-thai-2-barrington-2?adjust_creative=pzvBKuEUl0Vl1jtHQqJaog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pzvBKuEUl0Vl1jtHQqJaog,37,thai,Thai,4.0,41.738708,-71.307214,['delivery'],$$,1 Waseca Ave,,,Barrington,02806,US,RI,"1 Waseca Ave,Barrington, RI 02806",+14013375382,(401) 337-5382,1112.528347260121
